id,date,timeofday,LON,LAT,"activity 1=not morving, 2=walking, 3=running, 4=biking, 6=skateboarding","direction 1=n, 2=s, 3=e, 4=w, 5=sw, 6=se, 7=nw, 8=ne","withmask 0=no, 1=yes","nomaskimpr 0=no mask or mask but incorrect, 1=mask and correct","maskreason 1=nose exposed, 2=nose and mouth exposed","maskother 1=exhalation valve or vent, 2=on forehead, 3=around neck, 4=touched mask, 5=<2 years of age, 6=in hand, 7=hanging on ear","socialdist 0=no, 1=yes","agegroup 1=<18, 2=18-30, 3=31-55, 4=>55","white 0=not white, 1=white","sex 1=male, 2=female","smoking 0= not smoking, 1=smoking","obese 0=not overweight/obese, 1=overweight/obese","touchsurface 0=no, 1=yes","surfacetype 1=trash can, 2=parking meter, 3=door handle, 4=railing, 5=auto, 6=building, 7=other, 8=bench, 9=phone, 11=tools, 12=table","Etiquette1 0=no hands to head, 1= hands to head"
3/3/1901,9/16/2020,122709,39.683208,-75.7492,2,1,1,1,0,0,1,2,1,1,0,1,0,0,0
3/4/1901,9/11/2020,112206,39.691491,-75.7593,2,6,1,1,0,0,1,2,1,1,0,0,0,0,0
3/5/1901,9/16/2020,122719,39.683254,-75.7495,2,4,1,1,0,0,1,2,1,2,0,0,0,0,0
3/6/1901,9/11/2020,112604,39.691808,-75.7602,2,7,1,1,0,0,1,2,1,2,0,1,0,0,0
3/7/1901,9/16/2020,122730,39.68334,-75.7497,2,4,1,0,0,1,1,3,1,1,0,1,1,5,0
3/8/1901,9/11/2020,113749,39.67684,-75.7472,3,1,0,0,0,0,1,2,1,2,0,0,0,0,0
3/9/1901,9/16/2020,122734,39.683234,-75.7497,2,4,0,0,0,0,0,2,1,2,0,1,0,0,0
3/10/1901,9/11/2020,113801,39.677058,-75.748,2,3,1,0,2,6,1,4,0,1,0,0,0,0,0
3/11/1901,9/16/2020,122734,39.683225,-75.7497,2,4,0,0,0,0,1,3,1,1,0,0,0,0,0
3/12/1901,9/11/2020,113809,39.677048,-75.7487,2,8,1,1,0,0,0,4,1,2,0,1,0,0,0
3/13/1901,9/16/2020,122740,39.683204,-75.7501,2,3,1,1,0,0,0,3,0,2,0,1,0,0,0
3/14/1901,9/11/2020,113809,39.677036,-75.7487,2,8,1,1,0,0,0,4,1,1,0,0,0,0,0
3/15/1901,9/16/2020,122740,39.683345,-75.7502,2,3,1,1,0,0,0,3,0,2,0,1,0,0,0
3/16/1901,9/11/2020,113821,39.677307,-75.749,2,6,1,1,0,4,0,2,1,1,0,0,0,0,1
3/17/1901,9/16/2020,122750,39.683083,-75.7499,2,4,1,1,0,0,0,2,1,2,0,0,0,0,0
3/18/1901,9/11/2020,113821,39.677319,-75.749,2,6,1,1,0,0,0,3,0,1,0,1,0,0,0
3/19/1901,9/11/2020,113928,39.677116,-75.7501,6,1,1,0,2,3,1,2,1,1,0,0,0,0,0
3/20/1901,9/11/2020,114006,39.67749,-75.75,2,4,1,1,0,0,1,3,0,2,0,0,0,0,0
3/21/1901,9/11/2020,114025,39.677111,-75.7502,2,1,1,1,0,0,1,2,0,1,0,0,0,0,0
3/22/1901,9/11/2020,114025,39.677338,-75.7502,2,2,1,1,0,0,1,2,0,2,0,0,0,0,0
3/23/1901,9/11/2020,114055,39.677498,-75.75,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
3/24/1901,9/11/2020,114055,39.677503,-75.7501,2,3,1,0,2,6,0,2,1,2,0,0,0,0,0
3/25/1901,9/11/2020,114110,39.677403,-75.7502,2,6,0,0,0,0,1,2,1,1,0,0,0,0,0
3/26/1901,9/22/2020,104742,39.676151,-75.7483,2,4,0,0,0,0,1,3,1,1,0,0,0,0,0
3/27/1901,9/22/2020,105009,39.67687,-75.7467,2,4,0,0,0,0,0,2,1,2,0,0,0,0,0
3/28/1901,9/22/2020,105009,39.676862,-75.7467,2,4,0,0,0,0,0,2,1,2,0,0,0,0,0
3/29/1901,9/22/2020,105118,39.67749,-75.7494,6,3,0,0,0,0,1,2,1,1,0,0,0,0,0
3/30/1901,9/22/2020,105131,39.677559,-75.7501,6,2,1,1,0,0,1,2,0,1,0,0,1,9,0
3/31/1901,9/22/2020,105238,39.677479,-75.7505,3,3,0,0,0,0,1,2,1,2,0,0,0,0,0
4/1/1901,9/22/2020,105243,39.677516,-75.7507,2,3,1,1,0,0,1,3,0,1,0,1,1,9,1
4/2/1901,9/22/2020,105303,39.677631,-75.7513,4,4,9,9,9,9,1,3,1,1,0,0,0,0,0
4/3/1901,9/22/2020,105405,39.678045,-75.7523,2,1,0,0,0,6,1,4,1,1,0,0,0,0,0
4/4/1901,9/22/2020,105430,39.678507,-75.7522,2,6,1,1,0,0,1,2,1,1,0,0,0,0,0
4/5/1901,9/22/2020,105518,39.678329,-75.7514,2,2,1,1,0,0,0,2,0,1,0,0,0,0,0
4/6/1901,9/22/2020,105518,39.678337,-75.7515,2,2,1,0,1,0,0,3,0,1,0,1,0,0,0
4/7/1901,9/22/2020,105518,39.67832,-75.7514,2,2,1,1,0,0,0,3,0,2,0,1,0,0,0
4/8/1901,9/22/2020,105518,39.678306,-75.7514,2,2,1,1,0,0,0,3,0,1,0,1,0,0,0
4/9/1901,9/22/2020,105605,39.678982,-75.7517,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0
4/10/1901,9/22/2020,105609,39.679206,-75.7517,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
4/11/1901,9/22/2020,105609,39.679192,-75.7517,2,2,0,0,0,6,0,2,1,2,0,0,0,0,0
4/12/1901,9/22/2020,105615,39.679418,-75.7517,1,0,0,0,0,0,1,2,1,2,0,0,0,0,1
4/13/1901,9/22/2020,105615,39.679443,-75.7517,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
4/14/1901,9/22/2020,105615,39.679428,-75.7517,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
4/15/1901,9/22/2020,105750,39.677948,-75.7517,2,1,1,1,0,0,1,3,0,2,0,1,0,0,1
4/16/1901,9/22/2020,105800,39.6782,-75.7521,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0
4/17/1901,9/22/2020,105808,39.67856,-75.7523,1,0,1,1,0,0,1,2,1,1,0,0,1,9,0
4/18/1901,9/22/2020,105814,39.678815,-75.7525,2,2,0,0,0,0,1,3,1,2,0,0,0,0,0
4/19/1901,9/22/2020,105830,39.679305,-75.753,1,0,0,0,0,0,1,3,1,1,0,0,1,11,0
4/20/1901,9/22/2020,110133,39.681039,-75.7556,2,4,9,9,9,9,1,2,1,2,0,1,0,0,0
4/21/1901,9/22/2020,110133,39.681027,-75.7556,2,4,0,0,0,0,1,2,1,1,0,0,1,9,0
4/22/1901,9/22/2020,110251,39.683035,-75.7543,2,2,0,0,0,0,0,2,1,2,0,0,1,9,1
4/23/1901,9/22/2020,110251,39.68296,-75.7542,2,2,1,1,0,0,0,2,1,2,0,0,0,0,0
4/24/1901,9/22/2020,110251,39.683035,-75.7543,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0
4/25/1901,9/22/2020,110308,39.682534,-75.754,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
4/26/1901,9/22/2020,110315,39.682325,-75.7539,1,0,0,0,0,0,0,2,1,2,0,0,1,12,1
4/27/1901,9/22/2020,110315,39.682324,-75.7539,1,0,0,0,0,0,0,2,1,2,0,0,1,12,0
4/28/1901,9/22/2020,110315,39.68232,-75.7539,1,0,0,0,0,0,0,2,1,2,0,0,1,12,1
4/29/1901,9/22/2020,110315,39.682304,-75.7539,1,0,0,0,0,0,0,2,1,2,0,1,1,12,0
4/30/1901,9/22/2020,110315,39.682304,-75.7539,1,0,0,0,0,0,0,2,1,2,0,1,1,12,0
5/1/1901,9/22/2020,110316,39.68228,-75.7539,1,0,0,0,0,0,9,9,9,9,9,9,0,0,0
5/2/1901,9/22/2020,110316,39.682273,-75.7539,1,0,0,0,0,0,9,9,9,9,9,9,0,0,0
6/8/1901,9/22/2020,110529,39.681502,-75.753542,2,2,0,0,9,9,0,2,1,1,0,1,0,0,0
6/9/1901,9/22/2020,110529,39.681502,-75.753534,2,2,0,0,9,9,0,2,1,2,0,1,0,0,0
6/10/1901,9/22/2020,110529,39.681511,-75.75353,4,2,0,0,9,9,0,2,1,1,0,0,0,0,0
6/11/1901,9/22/2020,110602,39.681672,-75.75252,2,1,0,0,9,9,0,2,0,1,0,0,0,0,0
6/12/1901,9/22/2020,110602,39.681673,-75.752513,2,1,0,0,9,9,0,2,0,1,0,0,0,0,0
6/13/1901,9/22/2020,110609,39.681888,-75.752215,1,9,0,0,9,9,1,2,1,2,0,1,0,0,0
6/14/1901,9/22/2020,110614,39.682118,-75.752309,1,9,0,0,9,9,0,2,1,2,0,1,0,0,0
6/15/1901,9/22/2020,110614,39.682112,-75.752303,1,9,0,0,9,9,0,2,1,2,0,1,0,0,0
6/16/1901,9/22/2020,110615,39.682206,-75.752244,2,2,0,0,9,9,1,2,1,2,0,0,0,0,0
6/18/1901,9/22/2020,110625,39.682447,-75.752365,1,9,0,0,9,9,1,3,1,2,0,1,0,0,0
6/19/1901,9/22/2020,110630,39.682761,-75.752327,2,1,0,0,9,9,1,2,1,1,0,0,0,0,0
6/23/1901,9/22/2020,110636,39.682883,-75.752528,1,9,0,0,9,9,0,3,1,2,0,0,0,0,0
6/24/1901,9/22/2020,110636,39.682885,-75.752517,1,9,0,0,9,9,0,1,1,2,0,0,0,0,0
6/25/1901,9/22/2020,110636,39.682878,-75.752518,1,9,0,0,9,9,0,1,1,2,0,0,0,0,0
6/26/1901,9/22/2020,110658,39.682065,-75.752772,1,9,0,0,9,9,1,2,1,2,0,0,0,0,0
6/27/1901,9/22/2020,110706,39.6818,-75.752566,2,4,0,0,9,9,1,2,1,2,0,0,0,0,0
7/3/1901,9/22/2020,111203,39.679743,-75.749606,2,2,0,0,9,9,0,2,1,2,0,0,0,0,0
7/4/1901,9/22/2020,111203,39.679742,-75.749631,2,2,0,0,9,9,0,2,1,2,0,0,0,0,0
7/7/1901,9/22/2020,111349,39.679147,-75.749639,1,9,0,0,9,9,0,2,1,2,0,0,0,0,0
7/8/1901,9/22/2020,111349,39.679129,-75.749641,1,9,0,0,9,9,0,2,1,2,0,0,0,0,0
7/9/1901,9/22/2020,111349,39.679081,-75.749649,1,9,0,0,9,9,1,2,1,2,0,0,0,0,0
7/12/1901,9/22/2020,111424,39.679052,-75.749321,1,9,0,0,9,9,1,2,1,2,0,0,0,0,0
7/13/1901,9/22/2020,111639,39.679428,-75.748413,2,3,0,0,9,9,1,2,1,1,0,0,0,0,0
7/15/1901,9/22/2020,112122,39.682365,-75.745556,2,4,0,0,9,9,1,2,0,1,0,0,0,0,0
8/9/1901,9/22/2020,124600,39.685844,-75.754551,2,6,0,0,9,9,0,2,0,2,0,1,9,0,0
8/13/1901,9/22/2020,124612,39.686458,-75.75446,2,6,0,0,9,9,1,2,0,2,0,0,9,0,0
8/14/1901,9/22/2020,124638,39.687143,-75.754768,3,2,0,0,9,9,1,2,1,2,0,0,9,0,0
8/15/1901,9/22/2020,124742,39.689462,-75.756693,2,2,0,0,9,9,1,2,1,2,0,0,9,0,0
8/16/1901,9/22/2020,124750,39.689565,-75.756809,2,2,0,0,9,9,1,2,1,2,0,0,9,0,0
8/17/1901,9/22/2020,124808,39.689977,-75.757192,2,2,0,0,9,9,1,2,1,1,0,0,9,0,0
6/23/1905,9/28/2020,123429,39.683527,-75.745432,1,2,0,0,9,9,1,3,0,1,0,0,0,0,0
6/26/1905,9/28/2020,123452,39.683594,-75.745366,2,4,0,0,9,9,0,2,1,2,0,0,0,0,0
6/27/1905,9/28/2020,123452,39.683598,-75.745342,2,4,0,0,9,9,0,2,1,1,0,0,0,0,0
6/28/1905,9/28/2020,123452,39.683588,-75.745341,2,4,0,0,9,9,0,2,1,2,0,0,0,0,0
7/2/1905,9/28/2020,123513,39.68339,-75.746464,1,1,0,0,9,9,1,3,1,1,0,0,1,9,1
7/3/1905,9/28/2020,123513,39.683474,-75.746543,6,3,0,0,9,9,1,2,0,1,0,0,0,0,0
7/4/1905,9/28/2020,123515,39.683645,-75.746576,2,4,0,0,9,9,1,2,1,1,0,0,1,9,0
7/5/1905,9/28/2020,123529,39.683425,-75.746975,1,3,0,0,9,9,0,3,1,1,0,0,1,12,9
7/6/1905,9/28/2020,123529,39.683426,-75.746984,1,4,0,0,9,9,0,3,1,1,0,0,1,12,9
7/11/1905,9/28/2020,123605,39.683373,-75.7479,1,1,0,0,9,9,1,4,1,1,0,0,1,12,9
7/12/1905,9/28/2020,123605,39.683344,-75.747933,1,3,0,0,9,9,0,4,1,2,0,0,1,12,9
7/13/1905,9/28/2020,123605,39.683345,-75.747946,1,4,0,0,9,9,0,4,1,1,0,1,1,12,9
7/14/1905,9/28/2020,123605,39.683368,-75.747968,1,1,0,0,9,9,0,3,1,2,0,0,1,12,9
7/15/1905,9/28/2020,123606,39.683513,-75.748029,2,3,0,0,9,9,1,3,1,1,0,1,0,0,9
7/17/1905,9/28/2020,123611,39.683364,-75.748195,1,4,0,0,9,9,0,2,1,1,0,1,1,12,9
7/18/1905,9/28/2020,123611,39.683363,-75.748206,1,3,0,0,9,9,0,2,1,1,0,0,1,12,9
7/19/1905,9/28/2020,123619,39.683323,-75.748532,2,3,0,0,9,9,1,3,1,1,0,0,0,0,9
7/21/1905,9/28/2020,123648,39.683453,-75.748764,2,3,0,0,9,9,1,2,1,1,0,0,0,0,9
7/22/1905,9/28/2020,123656,39.683284,-75.748967,1,1,0,0,9,9,1,3,1,1,1,0,1,7,9
7/23/1905,9/28/2020,123656,39.683283,-75.748987,1,1,0,0,9,9,1,3,1,1,0,1,1,7,9
7/24/1905,9/28/2020,123700,39.683279,-75.749185,2,3,0,0,9,9,1,2,1,1,0,0,0,0,9
7/25/1905,9/28/2020,123700,39.683275,-75.74923,2,3,0,0,9,9,1,4,1,1,0,0,0,0,9
7/29/1905,9/28/2020,123757,39.683302,-75.75094,2,3,0,0,9,9,1,2,1,1,0,0,1,9,9
8/1/1905,9/28/2020,123821,39.683081,-75.751508,1,1,0,0,9,9,0,3,1,1,0,0,0,0,9
8/2/1905,9/28/2020,123821,39.683083,-75.751524,1,1,0,0,9,9,0,2,1,1,0,0,0,0,9
8/11/1905,9/28/2020,123934,39.683474,-75.752457,1,4,0,0,9,9,0,3,1,2,0,0,0,0,9
8/12/1905,9/28/2020,123934,39.683473,-75.752467,1,2,0,0,9,9,0,3,1,2,0,0,0,0,9
8/13/1905,9/28/2020,123934,39.683464,-75.752472,1,3,0,0,9,9,0,2,1,1,0,0,0,0,9
9/10/1905,9/28/2020,124445,39.686442,-75.754606,2,2,0,0,9,9,1,2,1,2,0,0,1,9,9
9/12/1905,9/28/2020,124449,39.686702,-75.754638,2,2,0,0,9,9,1,2,1,1,0,0,0,0,9
10/17/1905,9/28/2020,115828,39.676648,-75.74832,1,4,0,0,9,9,0,2,1,2,0,0,0,0,9
10/18/1905,9/28/2020,115828,39.676646,-75.748313,1,4,0,0,9,9,0,2,1,2,0,0,0,0,9
10/25/1905,9/28/2020,120135,39.677586,-75.751347,3,3,0,0,9,9,1,2,1,1,0,0,0,0,9
10/27/1905,9/28/2020,120431,39.6784,-75.752222,1,1,0,0,9,9,1,2,1,2,0,0,1,9,9
10/28/1905,9/28/2020,120729,39.679447,-75.751701,1,3,0,0,9,9,1,2,1,2,0,0,1,8,9
10/29/1905,9/28/2020,120729,39.679464,-75.751676,1,2,0,0,9,9,1,2,1,2,0,0,1,8,9
10/30/1905,9/28/2020,120729,39.679456,-75.751659,1,4,0,0,9,9,1,2,1,2,0,0,1,8,9
10/31/1905,9/28/2020,120751,39.679634,-75.75189,4,2,0,0,9,9,1,4,1,1,0,0,0,0,9
11/12/1905,9/28/2020,121227,39.682318,-75.753897,1,1,0,0,9,9,1,2,0,1,0,0,1,12,9
11/13/1905,9/28/2020,121228,39.682256,-75.753869,1,1,0,0,9,9,1,2,0,2,0,0,1,12,9
11/23/1905,9/28/2020,121501,39.682512,-75.752274,2,2,0,0,2,9,0,2,1,2,0,0,1,9,9
11/26/1905,9/28/2020,121508,39.6824,-75.752537,1,1,0,0,9,9,1,2,1,2,0,0,1,7,9
11/27/1905,9/28/2020,121508,39.68241,-75.752548,1,3,0,0,9,9,1,2,1,2,0,0,1,7,9
11/28/1905,9/28/2020,121508,39.682423,-75.752538,1,2,0,0,9,9,1,2,1,2,0,0,1,7,9
11/29/1905,9/28/2020,121508,39.682412,-75.752519,1,4,0,0,9,9,1,2,1,2,0,0,1,7,9
11/30/1905,9/28/2020,121636,39.681052,-75.750423,2,1,0,0,9,9,1,2,1,1,0,0,1,9,9
12/1/1905,9/28/2020,121643,39.680929,-75.750333,1,3,0,0,9,9,1,3,1,1,0,0,1,5,9
12/2/1905,9/28/2020,121643,39.680918,-75.750347,1,3,0,0,9,9,1,3,1,1,0,0,1,5,9
12/4/1905,9/28/2020,121748,39.681976,-75.750253,3,4,0,0,9,9,1,2,1,1,0,0,0,0,9
12/5/1905,9/28/2020,121748,39.681978,-75.750222,3,4,0,0,9,9,1,2,1,1,0,0,0,0,9
12/6/1905,9/28/2020,121846,39.680997,-75.749498,2,2,0,0,9,9,1,2,0,2,0,0,1,9,9
12/17/1905,9/28/2020,122843,39.682319,-75.746441,1,4,0,0,9,9,1,4,1,2,0,0,1,9,9
12/19/1905,9/16/2020,122817,39.683174,-75.750765,1,9,0,0,9,9,1,4,1,2,0,1,1,5,0
12/22/1905,9/16/2020,122830,39.683103,-75.7511,2,4,0,0,9,9,1,2,1,1,0,0,1,9,0
12/23/1905,9/16/2020,122830,39.683126,-75.75109,1,9,0,0,9,9,0,4,1,1,0,0,0,0,0
12/24/1905,9/16/2020,122830,39.683126,-75.751082,1,9,0,0,9,9,0,2,1,2,0,1,1,2,0
12/25/1905,9/16/2020,122830,39.683127,-75.751092,1,9,0,0,9,9,0,3,1,2,0,1,1,2,0
4/18/1904,9/22/2020,123216,39.68344,-75.747303,1,9,0,0,9,9,1,2,0,1,0,0,1,9,9
4/27/1904,9/22/2020,123349,39.68315,-75.749224,1,9,0,0,9,9,0,2,1,2,0,0,1,8,9
4/28/1904,9/22/2020,123408,39.683255,-75.749358,2,3,0,0,9,9,1,2,1,1,0,0,1,9,9
4/30/1904,9/22/2020,123438,39.68334,-75.750358,2,3,0,0,9,9,1,2,1,2,0,0,0,0,9
5/1/1904,9/22/2020,123447,39.68315,-75.75046,1,9,0,0,9,9,1,3,1,1,0,0,0,0,9
5/6/1904,9/22/2020,123508,39.683236,-75.751367,2,1,0,0,9,9,0,2,1,2,0,0,0,0,9
5/7/1904,9/22/2020,123508,39.68324,-75.751354,2,1,0,0,9,9,0,2,1,2,0,0,0,0,9
5/8/1904,9/22/2020,123517,39.683087,-75.751268,1,9,0,0,9,9,1,3,0,1,0,0,1,8,9
5/11/1904,9/22/2020,123530,39.683062,-75.751801,1,9,0,0,9,9,0,3,1,1,0,0,1,12,9
5/16/1904,9/22/2020,123605,39.682993,-75.752828,3,3,0,0,9,9,1,2,1,2,0,0,0,0,9
5/17/1904,9/22/2020,123615,39.683141,-75.752836,2,4,0,0,9,9,1,2,0,2,0,0,0,0,9
6/7/1901,9/22/2020,110433,39.68162,-75.753603,4,6,1,1,9,9,1,2,1,2,0,0,0,0,0
6/17/1901,9/22/2020,110621,39.682382,-75.752285,2,2,1,1,9,9,1,2,1,2,0,0,0,0,0
6/20/1901,9/22/2020,110634,39.68278,-75.752325,1,9,1,1,9,9,0,2,1,2,0,1,1,9,0
6/21/1901,9/22/2020,110634,39.682775,-75.752315,1,9,1,1,9,9,0,2,0,2,0,0,1,9,0
6/22/1901,9/22/2020,110634,39.682768,-75.752323,1,9,1,1,9,9,0,2,1,2,0,0,0,0,0
6/28/1901,9/22/2020,110812,39.681461,-75.751527,2,3,1,1,9,9,1,2,0,2,0,0,0,0,0
6/29/1901,9/22/2020,110917,39.681175,-75.750351,2,1,1,1,9,9,1,2,1,1,0,0,0,0,0
6/30/1901,9/22/2020,111026,39.68191,-75.749581,2,3,1,1,9,9,0,2,0,2,0,0,0,0,0
7/1/1901,9/22/2020,111026,39.681896,-75.749576,2,3,1,1,9,9,0,2,1,1,0,0,0,0,1
7/2/1901,9/22/2020,111036,39.681596,-75.749456,2,1,1,1,9,9,1,2,1,1,0,0,0,0,0
7/5/1901,9/22/2020,111207,39.679521,-75.74977,2,4,1,1,9,9,1,2,0,2,0,1,0,0,0
7/6/1901,9/22/2020,111233,39.680098,-75.74916,2,1,1,1,9,9,1,2,1,2,0,1,0,0,0
7/10/1901,9/22/2020,111353,39.67903,-75.749877,2,2,1,1,9,9,0,3,1,2,0,1,0,0,0
7/11/1901,9/22/2020,111353,39.67903,-75.749886,2,2,1,1,9,9,0,3,1,2,0,1,0,0,0
7/14/1901,9/22/2020,112000,39.681646,-75.747313,2,2,1,1,9,9,1,3,1,1,0,0,0,0,0
7/16/1901,9/22/2020,112125,39.682359,-75.745314,2,1,1,1,9,9,1,2,1,1,0,0,0,0,0
8/6/1901,9/22/2020,123832,39.68481,-75.753695,2,3,1,1,9,9,1,3,1,2,0,1,9,0,0
8/7/1901,9/22/2020,123858,39.684194,-75.753793,2,2,1,1,9,9,1,3,0,1,0,0,9,0,0
8/8/1901,9/22/2020,124305,39.685276,-75.754699,1,9,1,0,2,9,1,2,0,1,0,0,9,0,9
8/10/1901,9/22/2020,124600,39.685846,-75.754544,2,6,1,1,9,9,0,2,0,2,0,0,9,0,0
8/11/1901,9/22/2020,124600,39.685839,-75.754542,2,6,1,1,9,9,0,2,1,2,0,0,9,0,0
8/12/1901,9/22/2020,124600,39.685828,-75.754487,2,6,1,1,9,9,1,4,1,1,0,0,9,0,0
6/24/1905,9/28/2020,123452,39.683722,-75.745397,2,4,1,1,9,9,0,2,1,2,0,0,0,0,0
6/25/1905,9/28/2020,123452,39.683713,-75.745384,2,4,1,1,9,9,0,2,1,2,0,0,0,0,0
6/29/1905,9/28/2020,123501,39.68354,-75.745814,2,3,1,1,9,9,0,3,0,2,0,0,0,0,0
6/30/1905,9/28/2020,123501,39.683541,-75.745822,2,3,1,1,9,9,0,2,0,1,0,0,0,0,0
7/1/1905,9/28/2020,123501,39.683535,-75.745826,2,3,1,0,2,9,0,3,0,1,0,0,0,0,0
7/7/1905,9/28/2020,123529,39.683445,-75.746983,2,3,1,1,9,9,0,2,1,2,0,0,0,0,9
7/8/1905,9/28/2020,123529,39.683452,-75.74698,2,3,1,1,9,9,0,2,1,2,0,0,1,9,9
7/9/1905,9/28/2020,123540,39.683418,-75.747395,2,4,1,0,2,9,0,1,0,1,0,0,0,0,9
7/10/1905,9/28/2020,123540,39.683417,-75.747415,2,4,1,0,2,9,0,3,0,2,0,0,0,0,9
7/16/1905,9/28/2020,123610,39.683357,-75.748117,2,4,1,1,9,9,1,2,1,1,0,0,0,0,9
7/20/1905,9/28/2020,123644,39.683322,-75.748596,1,1,1,0,2,9,0,2,1,2,0,0,1,9,9
7/26/1905,9/28/2020,123740,39.683293,-75.750337,2,3,1,1,9,9,1,2,1,2,0,0,1,9,9
7/27/1905,9/28/2020,123740,39.683348,-75.750292,2,3,1,1,9,9,1,2,1,2,0,0,0,0,9
7/28/1905,9/28/2020,123744,39.683327,-75.750486,2,3,1,1,9,9,1,2,1,2,0,0,0,0,9
7/30/1905,9/28/2020,123759,39.683276,-75.751131,2,3,1,1,9,9,1,2,0,1,0,0,1,9,9
7/31/1905,9/28/2020,123812,39.683146,-75.751366,2,3,1,1,9,9,1,2,1,2,0,0,1,9,9
8/3/1905,9/28/2020,123823,39.683214,-75.751795,2,3,1,1,9,9,1,2,1,2,0,0,1,11,9
8/4/1905,9/28/2020,123823,39.683219,-75.751767,2,3,1,1,9,9,1,3,1,2,0,0,0,0,9
8/5/1905,9/28/2020,123823,39.683222,-75.751735,2,3,1,1,9,9,0,3,1,2,0,1,0,0,9
8/6/1905,9/28/2020,123843,39.683136,-75.752344,1,2,1,1,9,9,1,2,0,1,0,0,1,9,1
8/7/1905,9/28/2020,123934,39.682939,-75.753623,2,4,1,1,9,9,0,2,1,2,0,0,0,0,9
8/8/1905,9/28/2020,123934,39.682946,-75.753635,2,4,1,1,9,9,0,2,1,2,0,1,1,9,9
8/9/1905,9/28/2020,123934,39.682925,-75.753699,2,3,1,1,9,9,1,2,1,1,0,0,0,0,9
8/10/1905,9/28/2020,123934,39.683471,-75.75244,1,4,1,0,2,9,0,3,1,2,0,0,0,0,9
8/14/1905,9/28/2020,123955,39.684092,-75.752553,1,1,1,1,9,9,1,3,1,1,0,0,0,0,9
8/15/1905,9/28/2020,123955,39.684074,-75.752547,1,1,1,1,9,9,1,2,1,2,0,0,1,9,9
8/16/1905,9/28/2020,123955,39.684097,-75.752546,1,1,1,1,9,9,0,2,1,1,0,0,0,0,9
8/17/1905,9/28/2020,123955,39.684106,-75.752546,1,1,1,1,9,9,0,2,1,2,0,0,0,0,9
8/18/1905,9/28/2020,123955,39.684083,-75.752534,1,1,1,1,9,9,0,2,1,2,0,0,0,0,9
8/19/1905,9/28/2020,123955,39.684096,-75.752524,1,1,1,1,9,9,0,2,1,2,0,0,0,0,9
8/20/1905,9/28/2020,123955,39.684061,-75.752531,1,1,1,1,9,9,1,2,1,2,0,0,1,7,9
8/21/1905,9/28/2020,123955,39.684124,-75.752521,1,2,1,1,9,9,1,2,1,1,0,0,0,0,9
8/22/1905,9/28/2020,123955,39.684185,-75.75252,1,3,1,0,2,9,0,3,1,2,0,0,0,0,9
8/23/1905,9/28/2020,123955,39.684187,-75.752502,1,4,1,0,2,9,0,4,1,1,0,0,0,0,9
8/24/1905,9/28/2020,123955,39.68411,-75.752509,1,1,1,1,9,9,1,2,1,2,0,0,0,0,9
8/25/1905,9/28/2020,123955,39.684102,-75.75249,1,1,1,1,9,9,1,3,1,2,0,0,0,0,9
8/26/1905,9/28/2020,123955,39.684086,-75.75251,1,1,1,1,9,9,1,2,1,1,0,0,0,0,9
8/27/1905,9/28/2020,123955,39.684082,-75.752486,1,1,1,1,9,9,1,4,1,1,0,1,0,0,9
8/28/1905,9/28/2020,124132,39.684634,-75.754358,2,1,1,1,9,9,1,2,1,1,0,0,0,0,9
8/29/1905,9/28/2020,124132,39.684613,-75.754359,2,1,1,0,2,9,1,2,1,1,0,0,0,0,9
8/30/1905,9/28/2020,124132,39.684638,-75.75438,2,1,1,1,9,9,1,2,1,2,0,0,0,0,9
8/31/1905,9/28/2020,124132,39.684611,-75.75438,2,1,1,1,9,9,1,2,1,1,0,0,1,9,9
9/1/1905,9/28/2020,124241,39.685857,-75.754554,2,2,1,1,9,9,1,2,1,2,0,0,1,9,9
9/2/1905,9/28/2020,124241,39.685858,-75.754526,2,3,1,1,9,9,1,2,1,1,0,0,1,9,9
9/3/1905,9/28/2020,124414,39.685703,-75.754428,2,4,1,1,9,9,0,2,1,2,0,0,1,9,9
9/4/1905,9/28/2020,124414,39.685694,-75.754428,2,4,1,1,9,9,0,2,1,2,0,0,0,0,9
9/5/1905,9/28/2020,124425,39.685813,-75.754486,2,2,1,1,9,9,1,2,1,2,0,0,1,9,9
9/6/1905,9/28/2020,124430,39.685796,-75.754451,2,1,1,1,9,9,1,2,1,2,0,0,0,0,9
9/7/1905,9/28/2020,124439,39.685987,-75.754564,2,2,1,1,9,9,0,2,1,1,0,0,0,0,9
9/8/1905,9/28/2020,124439,39.685989,-75.754551,2,2,1,0,2,9,0,2,1,1,0,0,0,0,9
9/9/1905,9/28/2020,124439,39.685992,-75.75454,2,2,1,1,9,9,0,2,1,1,0,0,0,0,9
9/11/1905,9/28/2020,124445,39.686543,-75.754621,2,2,1,9,2,9,1,2,1,1,0,0,0,0,9
